200, -80
200, -79
200, -83
200, -77
200, -77
200, -75
200, -78
200, -74
200, -75
200, -75
200, -76
200, -81
200, -80
200, -76
200, -75
200, -76
126, -82
126, -81
126, -87
126, -85
126, -83
126, -84
126, -84
126, -80
126, -78
126, -81
126, -80
126, -81
126, -78
126, -80
126, -80
126, -68
144, -79
144, -79
144, -76
144, -71
144, -78
144, -76
144, -73
144, -80
144, -78
144, -78
144, -83
144, -83
144, -81
144, -85
233, -68
233, -77
233, -72
233, -68
233, -70
233, -70
233, -67
233, -70
233, -70
233, -75
233, -75
233, -70
233, -70
233, -68
233, -70
233, -76
312, -72
312, -76
312, -83
312, -71
312, -74
312, -76
312, -72
312, -75
312, -71
312, -75
312, -78
312, -83
312, -74
312, -77
312, -74
252, -82
252, -73
252, -80
252, -78
252, -73
252, -74
252, -78
252, -78
252, -85
252, -75
252, -81
252, -75
252, -79
252, -78
252, -81
243, -77
243, -76
243, -84
243, -84
243, -81
243, -75
243, -82
243, -78
243, -79
243, -75
243, -78
243, -76
243, -77
243, -79
288, -78
288, -74
288, -80
288, -79
288, -83
288, -81
288, -81
288, -77
288, -82
288, -76
288, -75
288, -76
288, -77
288, -79
288, -77
393, -81
393, -76
393, -86
393, -90
393, -82
393, -76
393, -82
393, -74
393, -78
393, -84
393, -87
393, -88
393, -80
362, -75
362, -78
362, -82
362, -78
362, -85
362, -82
362, -80
362, -81
362, -79
362, -81
362, -77
362, -74
362, -84
362, -80
368, -82
368, -79
368, -88
368, -75
368, -82
368, -78
368, -77
368, -86
368, -82
368, -76
368, -80
368, -86
368, -83
368, -74
368, -77
411, -79
411, -74
411, -70
411, -76
411, -75
411, -75
411, -78
411, -74
411, -74
411, -73
411, -75
411, -81
411, -78
411, -77
411, -78
520, -71
520, -81
520, -74
520, -71
520, -71
520, -75
520, -74
520, -74
520, -76
520, -73
520, -72
520, -75
520, -73
520, -75
520, -71
