505, -69
505, -66
505, -70
505, -72
505, -72
505, -70
505, -69
505, -69
505, -69
505, -77
505, -69
505, -69
505, -69
505, -67
505, -69
505, -71
505, -77
505, -69
505, -64
505, -68
393, -74
393, -70
393, -71
393, -82
393, -74
393, -71
393, -73
393, -77
393, -83
393, -84
393, -82
393, -78
393, -80
393, -78
393, -77
393, -80
393, -84
393, -76
393, -78
393, -75
393, -73
393, -69
393, -70
393, -87
393, -87
393, -87
393, -76
393, -67
288, -66
288, -69
288, -68
288, -66
288, -74
288, -68
288, -72
288, -66
288, -67
288, -72
288, -72
288, -63
288, -70
288, -70
288, -70
288, -71
200, -55
200, -56
200, -56
200, -57
200, -56
200, -57
200, -58
200, -61
200, -59
200, -57
200, -58
200, -54
200, -56
200, -54
200, -55
200, -55
200, -58
200, -61
200, -63
200, -62
126, -54
126, -55
126, -54
126, -53
126, -55
126, -53
126, -54
126, -55
126, -56
126, -55
243, -68
243, -71
243, -64
243, -63
243, -65
243, -64
243, -71
243, -64
243, -65
243, -68
243, -64
243, -66
243, -64
243, -69
243, -65
243, -66
243, -69
243, -72
243, -68
243, -66
243, -63
243, -64
362, -72
362, -67
362, -75
362, -75
362, -71
362, -75
362, -71
362, -80
362, -75
362, -72
362, -73
362, -78
362, -79
362, -75
362, -82
362, -75
362, -80
362, -71
362, -76
362, -70
481, -77
481, -73
481, -75
481, -77
481, -73
481, -77
481, -79
481, -78
481, -74
481, -79
481, -84
481, -77
481, -86
481, -81
481, -85
481, -83
481, -77
481, -86
481, -78
481, -89
486, -71
486, -76
486, -72
486, -72
486, -84
486, -68
486, -82
486, -70
486, -70
486, -75
486, -89
486, -82
486, -78
486, -75
486, -81
486, -81
486, -75
486, -71
486, -75
486, -71
486, -74
368, -70
368, -68
368, -67
368, -76
368, -73
368, -69
368, -78
368, -84
368, -73
368, -65
368, -78
368, -69
368, -76
368, -79
368, -78
368, -72
368, -79
368, -74
368, -75
368, -70
252, -75
252, -68
252, -71
252, -71
252, -65
252, -65
252, -76
252, -67
252, -79
252, -75
252, -65
252, -76
252, -75
252, -80
252, -78
252, -80
252, -69
252, -73
252, -81
252, -75
252, -77
144, -66
144, -66
144, -65
144, -69
144, -65
144, -69
144, -74
144, -72
144, -62
144, -63
144, -66
144, -63
144, -63
144, -66
144, -62
144, -65
144, -66
144, -64
144, -64
144, -62
144, -62
144, -64
233, -78
233, -68
233, -72
233, -68
233, -66
233, -63
233, -61
233, -69
233, -67
233, -71
233, -65
233, -63
233, -63
233, -63
233, -63
233, -62
233, -60
233, -68
233, -66
312, -67
312, -67
312, -74
312, -71
312, -64
312, -67
312, -67
312, -70
312, -65
312, -72
312, -66
312, -89
